,RMSE_abs,RMSE_rel,avr_score__1,avr_score__2,log_score,avr_score,logp,AIC,AICc,bias,coverage__1,coverage__2
2018-09-16,5.0990195135927845,0.35282808050901915,0.4347,0.23920000000000002,-1.1317771989465255,0.32245967189712266,-8.755716975662732,25.511433951325465,12.178100617992131,-0.3494850021680094,Yes,Yes
2018-10-07,78.9461842016446,0.538900506122383,0.13320000000000004,0.009099999999999997,-3.3576921931675905,0.03481551378336962,-76.49273957075097,160.98547914150194,147.6521458081686,0.4424105503404281,Yes,No
2018-10-28,2.5495097567963922,0.03753528759378182,0.2671,0.1747,-1.532408610354174,0.2160147448671039,-5.4073494621697265,18.814698924339453,5.481365591006119,0.0026775584743852464,Yes,Yes
2018-11-25,15.297058540778355,0.1953223573200457,0.03749999999999999,0.1276,-2.67113462703861,0.06917369442208504,-11.820649462584356,31.641298925168712,18.307965591835377,0.05587956702348773,No,Yes
2018-12-16,7.615773105863909,0.11434431413298388,0.1466,0.33120000000000005,-1.5125401730003092,0.22034954050326494,-7.159674814528657,22.319349629057314,8.98601629572398,-0.11380053925272382,Yes,Yes
2019-01-06,15.620499351813308,0.24654906413366434,0.407,0.018500000000000003,-2.4444633202187,0.08677269155673346,-15.278300994706548,38.556601989413096,25.22326865607976,-0.15528765678510578,Yes,No
